IDPIF,SUPQUEMADA,MUERTOS,HERIDOS,COMUNIDAD,PROVINCIA,COMARCA,MUNICIPIO,LATITUD,LONGITUD,FECHA,TIME_CTRL,TIME_EXT,IDGRUPOCAUSA,CAUSA,PERSONAL,PESADOS,AEREOS,GASTOS_EXT,PERDIDAS
2004210126,29867,0,1,ANDALUCIA,HUELVA,CUENCA MINERA,MINAS DE RIOTINTO,37.69176000,-6.59999000,2004-07-27,9625,11065,4,Provocados por pirómanos,963,55,17,0,17953560
2012460248,28879.1,0,0,C. VALENCIANA,VALENCIA,LA VALL D AYORA,CORTES DE PALLÁS,39.26911600,-0.95578700,2012-06-28,10320,24772,3,TRABAJOS FORESTALES,1540,109,37,0,25215932
2012460247,20064.9,0,2,C. VALENCIANA,VALENCIA,ELS SERRANS,ANDILLA,39.75925100,-0.77668600,2012-06-29,9834,30474,2,OTRAS NEGLIGENCIAS (OTRAS),2809,124,115,0,30640114
2007350042,18672.9,0,1,CANARIAS,LAS PALMAS,GRAN CANARIA,TEJEDA,27.94616600,-15.66156600,2007-07-27,7011,42168,4,Otras motivaciones,601,66,11,0,0
2007380023,16820.63,0,0,CANARIAS,S.C. TENERIFE,TENERIFE,"REALEJOS, LOS",28.35834600,-16.60359300,2007-07-30,4353,24523,4,Sin datos,1100,71,14,738820,0
2005190182,12732.73,11,3,CASTILLA-MANCHA,GUADALAJARA,ALCARRIA ALTA,RIBA DE SAELICES,40.93993300,-2.29250000,2005-07-16,6886,24851,2,HOGUERAS,1045,81,29,1102338,46285216
2012240531,11592.0,0,1,CASTILLA Y LEON,LEON,LA BAÑEZA,CASTROCONTRIGO,42.19313200,-6.22720800,2012-08-19,13224,26184,4,Provocados por campesinos para eliminar matorral y residuos agrícolas,273,28,32,0,0
2005100838,9901.47,0,0,EXTREMADURA,CACERES,IBORES-VILLUERCAS,CAÑAMERO,39.38115400,-5.37991000,2005-07-21,1738,9073,4,Otras motivaciones,506,77,24,0,56265652
2003100794,9562.66,0,0,EXTREMADURA,CACERES,SIERRA DE SAN PEDRO,PORTUGAL,39.25377800,-7.24977400,2003-08-02,4320,14350,1,RAYO,830,23,14,0,17108104
2012170124,8729.8,0,0,CATALUÑA,GIRONA,ALT EMPORDA,"JONQUERA, LA",42.45831400,2.86589800,2012-07-22,6888,11217,2,FUMADORES,1695,99,28,0,0
2012290166,8037.14,0,0,ANDALUCIA,MALAGA,VALLE DE GUADALHORCE,COÍN,36.61017700,-4.73519100,2012-08-30,4300,6550,2,QUEMA AGRÍCOLA (QUEMA DE RESTOS DE PODA),1869,83,43,0,0
2006361456,7316.77,0,2,GALICIA,PONTEVEDRA,DEZA-TABEIROS,CERDEDO,42.54299400,-8.43642600,2006-08-04,1765,9040,4,Provocados por pirómanos,535,52,23,1052640,61705260
2004230117,7136.6,0,0,ANDALUCIA,JAEN,SIERRA MORENA,ALDEAQUEMADA,38.43810000,-3.31853100,2004-08-26,1310,5480,4,Sin datos,632,45,26,693400,6819976
2009440084,6677.89,0,0,ARAGON,TERUEL,CUENCAS MINERAS,ALIAGA,40.71014000,-0.65960400,2009-07-22,9095,24830,1,RAYO,822,40,35,2331668,114216600
2012380717,6512.0,0,1,CANARIAS,S.C. TENERIFE,TENERIFE,ADEJE,28.13963800,-16.69034800,2012-07-15,8815,152365,2,FUMADORES,824,38,14,0,0
2009500179,6459.16,0,0,ARAGON,ZARAGOZA,ZARAGOZA,ZARAGOZA,41.86552900,-0.99850900,2009-08-18,4465,7675,3,HOGUERAS,480,46,21,0,26782674
2003100718,6365.7,0,0,EXTREMADURA,CACERES,HURDES,OTRA PROVINCIA,40.45754100,-6.41557700,2003-08-13,0,14430,2,QUEMA AGRÍCOLA (SIN ESPECIFICAR),273,21,23,0,24955544
2003050106,6275.0,0,1,CASTILLA Y LEON,AVILA,EL BARCO DE AVILA,SOLANA DE ÁVILA,40.33267000,-5.64525800,2003-08-03,4425,20490,4,Vandalismo,347,18,15,0,3014876
2007120090,5775.02,0,0,C. VALENCIANA,CASTELLON,L ALCALATEN,"USERES, LES/USERAS",40.15479000,-0.18883300,2007-08-28,5755,14695,3,TRABAJOS FORESTALES,765,10,38,0,0
2012020224,5207.28,0,0,CASTILLA-MANCHA,ALBACETE,HELLIN,HELLÍN,38.44883400,-1.77295800,2012-07-01,2762,7442,4,Provocados por venganzas,489,48,39,0,0
2005490807,4650.0,0,0,CASTILLA Y LEON,ZAMORA,EL PUENTE,PORTO,42.21761600,-6.73633600,2005-10-01,14190,14970,4,Sin datos,33,4,9,167116,0
2005230249,4506.5,0,7,ANDALUCIA,JAEN,LAS VILLAS,VILLANUEVA DEL ARZOBISPO,38.14098500,-2.83285200,2005-08-07,5090,12290,1,RAYO,1455,28,42,0,0
2009040055,4444.27,0,0,ANDALUCIA,ALMERIA,LEVANTE ALMERIENSE,TURRE,37.07538600,-1.96103600,2009-07-14,2683,7033,1,RAYO,437,24,17,0,0
2004100257,4370.0,0,0,EXTREMADURA,CACERES,CACERES-CENTRO,CÁCERES,39.51632300,-6.31837200,2004-06-30,910,3550,2,OTRAS NEGLIGENCIAS (SIN ESPECIFICAR),253,23,9,0,0
2012500249,4281.07,0,0,ARAGON,ZARAGOZA,ARANDA,CALCENA,41.67932400,-1.67571700,2012-08-27,5982,14577,2,OTRAS NEGLIGENCIAS (SIN ESPECIFICAR),703,66,24,0,18384082
2009050152,4031.18,1,1,CASTILLA Y LEON,AVILA,ARENAS DE SAN PEDRO,ARENAS DE SAN PEDRO,40.23254700,-5.06782400,2009-07-28,8409,40659,4,Sin datos,832,85,44,0,0
2012460249,3703.33,0,0,C. VALENCIANA,VALENCIA,ELS SERRANS,CHULILLA,39.63595100,-0.87614000,2012-09-23,3100,7210,5,RAYO,709,40,28,0,20447880
2003100635,3682.69,0,0,EXTREMADURA,CACERES,CACERES-CENTRO,CASAS DE MILLÁN,39.79378400,-6.27752200,2003-08-02,6130,9070,3,QUEMA AGRÍCOLA (SIN ESPECIFICAR),130,18,8,0,2236984
2009380014,3464.33,0,2,CANARIAS,S.C. TENERIFE,LA PALMA,VILLA DE MAZO,28.54829100,-17.80240400,2009-07-31,4949,71815,2,OTRAS NEGLIGENCIAS (FUEGOS ARTIFICIALES),1137,27,14,0,0
2003160084,3300.0,0,0,CASTILLA-MANCHA,CUENCA,ALCARRIA,BUENDÍA,40.37520600,-2.76177600,2003-07-31,3280,6100,2,QUEMA DE BASURA,539,39,30,0,1506153
2005240664,3290.0,0,1,CASTILLA Y LEON,LEON,TRUCHAS,BENUZA,42.38287700,-6.67131200,2005-08-03,7420,9012,4,Sin datos,453,49,43,0,0
2011322255,3236.7,0,0,GALICIA,OURENSE,VALDEORRAS-TRIVES,MANZANEDA,42.22802200,-7.29015100,2011-10-13,8814,12637,6,RAYO,436,33,42,0,0
2001120101,3200.0,0,0,C. VALENCIANA,CASTELLON,EL BAIX MAESTRAT,XERT/CHERT,40.53549500,0.13556200,2001-08-29,6545,11951,1,RAYO,364,6,32,0,10540116
2003100544,3068.32,0,0,EXTREMADURA,CACERES,CACERES-CENTRO,ALCUÉSCAR,39.17870300,-6.33155500,2003-08-02,2395,4795,1,RAYO,112,16,7,0,3252964
2009100551,3018.71,0,3,EXTREMADURA,CACERES,HURDES,NUÑOMORAL,40.41045000,-6.22751800,2009-07-25,8375,21995,4,Provocados por venganzas,1557,227,83,0,0
2005490795,3006.14,0,0,CASTILLA Y LEON,ZAMORA,EL PUENTE,PORTO,42.22054500,-6.77372900,2005-09-26,18850,21790,4,Provocados por pastores y ganaderos para regenerar el pasto,28,1,6,1396,0
2003080273,2952.58,0,0,CATALUÑA,BARCELONA,VALLS OCCIDENTAL,SANT LLORENÇ SAVALL,41.66929500,2.04499300,2003-08-10,8223,26053,4,Sin datos,749,76,24,0,0
2005362909,2896.0,0,0,GALICIA,PONTEVEDRA,VIGO-BAIXO MIÑO,PAZOS DE BORBÉN,42.27861000,-8.53150500,2005-08-20,2015,2020,4,Otras motivaciones,241,13,11,232068,23485632
2001220054,2869.9,0,0,ARAGON,HUESCA,HOYA DE HUESCA/PLANA DE UESCA,"PEÑAS DE RIGLOS, LAS",42.34291200,-0.57447200,2001-08-01,5825,12965,1,RAYO,384,24,15,64284,5789520
2003370098,2849.0,0,0,CASTILLA Y LEON,SALAMANCA,GUIJUELO,OTRA PROVINCIA,40.37167000,-5.59290300,2003-08-04,0,4950,4,Vandalismo,32,4,1,0,13079152
2006152162,2842.0,0,0,GALICIA,A CORUÑA,FISTERRA,MUXÍA,43.02456000,-9.12747300,2006-08-10,7840,8370,4,Sin datos,194,31,14,0,57196440
2012430143,2735.04,0,0,CATALUÑA,TARRAGONA,RIBERA D EBRE,RASQUERA,40.96775800,0.59952900,2012-05-15,3538,7567,4,Sin datos,572,0,10,0,0
2012220135,2730.0,0,5,ARAGON,HUESCA,RIBAGORZA,MONTANUY,42.50022400,0.66054600,2012-03-08,8725,19705,2,QUEMA AGRÍCOLA (SIN ESPECIFICAR),550,36,17,0,689240
2012384008,2676.81,0,3,CANARIAS,S.C. TENERIFE,LA GOMERA,ALAJERÓ,28.09281400,-17.24747000,2012-08-04,73880,123860,4,Represalia al reducirse las inversiones públicas en los montes,874,22,18,0,0
2003210130,2590.0,0,2,ANDALUCIA,HUELVA,SIERRA DE HUELVA,ALMONASTER LA REAL,37.80367500,-6.89088500,2003-08-01,3975,6135,1,RAYO,430,32,28,2155032,18393420
2012490510,2571.27,0,0,CASTILLA Y LEON,ZAMORA,PUEBLA DE SANABRIA,PEDRALBA DE LA PRADERIA,41.95296700,-6.66528600,2012-09-22,1865,4159,4,Provocados por campesinos para eliminar matorral y residuos agrícolas,141,19,12,0,0
2005180248,2442.0,0,2,ANDALUCIA,GRANADA,SIERRA NEVADA (GR),LANJARÓN,36.94691900,-3.47213500,2005-09-22,2747,11447,2,HOGUERAS,722,19,38,2698978,3574654
2011322226,2424.42,0,0,GALICIA,OURENSE,INDETERMINADA (OU),PORTUGAL,41.87452900,-7.99160800,2011-10-13,8010,10820,4,Provocados por pastores y ganaderos para regenerar el pasto,86,6,10,0,1472268
2003370144,2401.93,0,1,CASTILLA Y LEON,SALAMANCA,ROBLEDA,AGALLAS,40.45754100,-6.41557700,2003-08-13,885,4725,4,Sin datos,177,18,14,0,20850332
2006270737,2364.67,0,6,GALICIA,LUGO,TERRA DE LEMOS,QUIROGA,42.49681700,-7.12115200,2006-08-31,3620,9190,4,Sin datos,719,61,33,85424,9820052
2013070090,2347.1,0,0,ILLES BALEARS,ILLES BALEARS,MALLORCA,ANDRATX,39.57895200,2.42785400,2013-07-26,10530,26085,2,OTRAS NEGLIGENCIAS (OTRAS),1029,15,36,0,0
2012490225,2329.76,0,0,CASTILLA Y LEON,ZAMORA,PUEBLA DE SANABRIA,HERMISENDE,41.94242800,-6.84440300,2012-02-28,4260,5700,4,Provocados por cazadores para facilitar la caza,30,4,4,0,0
2009040065,2329.07,0,0,ANDALUCIA,ALMERIA,LEVANTE ALMERIENSE,TURRE,37.11325800,-1.90258800,2009-07-23,2346,56074,5,RAYO,572,41,5,0,0
2009240694,2301.3,0,0,CASTILLA Y LEON,LEON,VEGA DE ESPINAREDA,PERANZANES,42.87191400,-6.61322700,2009-09-10,7203,8059,4,Provocados por cazadores para facilitar la caza,234,11,20,0,0
2004210169,2259.25,0,0,ANDALUCIA,HUELVA,EL ANDEVALO,CALAÑAS,37.60727100,-6.84370200,2004-08-28,1253,5333,4,Sin datos,234,30,29,0,0
2013150740,2166.48,0,0,GALICIA,A CORUÑA,FISTERRA,CARNOTA,42.88249900,-9.11503300,2013-09-11,4157,5664,4,"Provocados para ahuyentar animales (lobos, jabalíes)",855,95,29,0,1878660
2003100717,2150.0,0,0,EXTREMADURA,CACERES,SIERRA DE GATA,ACEBO,40.21899800,-6.71858200,2003-08-14,0,6290,5,RAYO,135,15,17,0,14885048
2001370073,2146.0,0,1,CASTILLA Y LEON,SALAMANCA,VITIGUDINO,BARRUECOPARDO,41.06989200,-6.66190200,2001-07-31,0,3300,4,Sin datos,258,16,4,0,689900
2006361593,2141.02,0,0,GALICIA,PONTEVEDRA,CALDAS-O SALNES,BARRO,42.50710300,-8.67794500,2006-08-06,4155,6670,4,Provocados por pirómanos,45,28,3,283856,34329984
2008500161,2131.49,0,0,ARAGON,ZARAGOZA,ZARAGOZA,ZUERA,41.91597400,-0.92149800,2008-08-05,4651,14776,3,MOTORES Y MÁQUINAS (ACCIDENTES DE VEHÍCULOS),951,74,24,0,0
2007140043,2124.7,0,0,ANDALUCIA,CORDOBA,VALLE DEL GUADIATO,OBEJO,38.05776900,-4.72733600,2007-07-27,4785,8220,2,OTRAS NEGLIGENCIAS (SIN ESPECIFICAR),691,21,26,1426641,5478219
2006460017,2094.0,0,0,C. VALENCIANA,VALENCIA,LA SAFOR,SIMAT LA VALLDIGNA,39.02626600,-0.29085700,2006-03-10,5429,8309,2,QUEMA DE BASURA,364,14,16,0,205512
2005100837,2085.49,0,0,EXTREMADURA,CACERES,IBORES-VILLUERCAS,ROBLEDOLLANO,39.60866700,-5.46679100,2005-07-21,1862,9002,4,Sin datos,364,30,23,0,7571436
2010460123,2059.35,0,0,C. VALENCIANA,VALENCIA,LA RIBERA ALTA,RAFELGUARAF,39.04573600,-0.43999400,2010-09-07,2496,5886,4,Sin datos,909,26,19,0,1400176
2005450245,2058.4,0,0,CASTILLA-MANCHA,TOLEDO,LA JARA,OTRA PROVINCIA,39.44765800,-5.02375600,2005-08-25,1775,6005,4,Provocados por venganzas,297,35,15,0,4650924
2002100468,2049.7,0,0,EXTREMADURA,CACERES,SIERRA DE GATA,TORRECILLA  DE LOS ÁNGELES,40.25203500,-6.38976900,2002-08-17,3655,7315,5,RAYO,221,18,20,0,2291828
2012386018,2028.0,0,0,CANARIAS,S.C. TENERIFE,LA PALMA,VILLA DE MAZO,28.58790000,-17.79236600,2012-08-04,5490,14362,2,FUMADORES,528,28,9,734038,0
2011331578,2012.2,0,0,ASTURIAS,ASTURIAS,NARCEA,ALLANDE,43.18709400,-6.77263500,2011-10-23,2071,2214,6,RAYO,78,9,0,0,736984
2006152082,1999.96,0,0,GALICIA,A CORUÑA,FISTERRA,CAMARIÑAS,43.15467200,-9.13529500,2006-08-08,5955,8490,4,Otras motivaciones,227,26,9,0,29383732
2005322927,1970.0,0,0,GALICIA,OURENSE,VERIN-VIANA,VILARDEVÓS,42.36016500,-7.75727400,2005-08-17,0,8000,4,Provocados por campesinos para eliminar matorral y residuos agrícolas,233,26,18,0,0
2010460119,1957.17,0,0,C. VALENCIANA,VALENCIA,LA VALL D ALBAIDA,ONTINYENT,38.77143600,-0.67234200,2010-09-06,5612,10052,4,Sin datos,1124,51,45,0,272836
2002040043,1937.86,0,1,ANDALUCIA,ALMERIA,PONIENTE ALMERIENSE,ENIX,36.89826000,-2.55872800,2002-06-26,2145,3960,1,RAYO,370,15,17,123664,118528
2005386027,1890.0,0,0,CANARIAS,S.C. TENERIFE,LA PALMA,GARAFÍA,28.79812000,-17.89571800,2005-09-06,7060,11610,3,QUEMA PARA REG. PASTOS (SIN ESPECIFICAR),794,19,11,1156388,0
2002180273,1879.91,0,1,ANDALUCIA,GRANADA,SIERRAS LITORALES,JETE,36.81686900,-3.64606200,2002-11-09,3345,5865,2,QUEMA AGRÍCOLA (SIN ESPECIFICAR),1102,69,23,0,2611876
2013360531,1824.0,0,0,GALICIA,PONTEVEDRA,VIGO-BAIXO MIÑO,OIA,42.00798300,-8.78925800,2013-08-26,4435,8765,4,Provocados por pastores y ganaderos para regenerar el pasto,838,77,23,2258340,14547512
2006361536,1818.0,0,0,GALICIA,PONTEVEDRA,O CONDADO-A PARANDATA,ARBO,42.14795300,-8.30670500,2006-08-05,2465,2555,4,Provocados por pirómanos,86,7,7,186820,16302240
2006321160,1807.0,0,0,GALICIA,OURENSE,O RIBEIRO-ARENTEIRO,AVIÓN,42.43684100,-8.31083600,2006-08-11,5280,6660,4,Sin datos,282,23,22,0,15610348
2003370096,1804.37,0,0,CASTILLA Y LEON,SALAMANCA,LA ALBERCA,ESCURIAL DE LA SIERRA,40.61426300,-5.95628400,2003-08-03,470,3080,2,OTRAS NEGLIGENCIAS (SIN ESPECIFICAR),273,15,5,0,94927
2006361628,1773.44,0,0,GALICIA,PONTEVEDRA,CALDAS-O SALNES,CATOIRA,42.65484900,-8.68714000,2006-08-07,1790,1850,4,Provocados por pirómanos,77,10,2,103844,60004636
2009160215,1759.28,0,0,CASTILLA-MANCHA,CUENCA,SERRANIA ALTA,"MAJADAS, LAS",40.22651100,-1.98727900,2009-07-21,5495,17430,1,RAYO,621,47,42,0,0
2012321177,1749.88,0,0,GALICIA,OURENSE,VALDEORRAS-TRIVES,"BARCO DE VALDEORRAS, O",42.39230700,-6.99048800,2012-08-10,3015,4844,6,RAYO,616,36,35,0,11670772
2009160212,1718.2,0,0,CASTILLA-MANCHA,CUENCA,SERRANIA ALTA,POYATOS,40.40927800,-2.02496900,2009-07-21,3220,17515,4,Provocados por venganzas,406,25,42,0,0
2010320988,1715.0,0,0,GALICIA,OURENSE,VERIN-VIANA,LAZA,42.17466700,-7.42050900,2010-08-29,5340,10320,4,Provocados por campesinos para eliminar matorral y residuos agrícolas,349,16,49,0,133944
2003460166,1707.0,0,0,C. VALENCIANA,VALENCIA,LA FOIA DE BUNYOL,BUÑOL,39.47449500,-0.84284900,2003-08-28,2730,7065,4,Sin datos,60,8,11,0,177420
2006361702,1702.94,0,0,GALICIA,PONTEVEDRA,CALDAS-O SALNES,PONTE CALDELAS,42.41996100,-8.54267000,2006-08-08,6750,7410,4,Provocados por pirómanos,53,5,9,14340,30103228
2005323296,1675.0,0,0,GALICIA,OURENSE,VERIN-VIANA,LAZA,42.43745600,-8.26910200,2005-08-24,3310,4615,4,Sin datos,172,19,17,0,0
2006450196,1664.7,0,0,CASTILLA-MANCHA,TOLEDO,INDETERMINADA,OTRA PROVINCIA,39.62810800,-5.23642100,2006-08-12,1672,2010,4,Provocados por venganzas,265,29,13,431348,2965056
2013490131,1643.4,0,0,CASTILLA Y LEON,ZAMORA,BERMILLO DE SAYAGO,VILLARDIEGUA DE LA RIBERA,41.52446700,-6.23436500,2013-08-22,3265,5500,2,QUEMA DE BASURA,469,20,13,0,0
2001130110,1640.0,0,0,CASTILLA-MANCHA,CIUDAD REAL,CAMPO DE CALATRAVA,ARGAMASILLA DE CALATRAVA,38.74332800,-4.02222300,2001-08-15,860,1160,2,OTRAS NEGLIGENCIAS (SIN ESPECIFICAR),118,15,3,0,753668
2006361589,1601.5,0,0,GALICIA,PONTEVEDRA,VIGO-BAIXO MIÑO,PAZOS DE BORBÉN,42.30664900,-8.55240800,2006-08-06,5825,5835,4,Otras motivaciones,170,10,9,383992,30382356
2006331107,1600.0,0,0,ASTURIAS,ASTURIAS,EO-NAVIA,VALDÉS,43.47255200,-6.51999100,2006-05-21,1657,11863,3,QUEMA PARA REG. PASTOS (SIN ESPECIFICAR),154,18,4,0,4348734
2001170058,1596.0,0,0,CATALUÑA,GIRONA,ALT EMPORDA,CADAQUÉS,42.29893900,3.25719100,2001-06-18,1975,3475,2,FUMADORES,145,50,7,0,0
2013490149,1592.47,0,0,CASTILLA Y LEON,ZAMORA,PUEBLA DE SANABRIA,HERMISENDE,41.98652800,-6.95854300,2013-09-04,3890,13270,4,Provocados por pastores y ganaderos para regenerar el pasto,145,10,10,0,0
2005362821,1573.0,0,0,GALICIA,PONTEVEDRA,VIGO-BAIXO MIÑO,FORNELOS DE MONTES,42.33325700,-8.47277500,2005-08-19,1690,1720,5,RAYO,89,9,2,260960,12067652
2006361563,1558.09,0,0,GALICIA,PONTEVEDRA,CALDAS-O SALNES,PONTEVEDRA,42.37337700,-8.59149400,2006-08-06,5785,6205,4,Provocados por campesinos para eliminar matorral y residuos agrícolas,135,4,4,177660,30381660
2005323023,1550.6,0,0,GALICIA,OURENSE,VERIN-VIANA,CUALEDRO,42.35799300,-7.36536300,2005-08-19,3665,3965,4,Vandalismo,68,8,11,0,0
2005323029,1550.0,0,0,GALICIA,OURENSE,VERIN-VIANA,VERÍN,42.35799300,-7.36536300,2005-08-19,1500,1560,4,Vandalismo,34,7,2,0,0
2006362027,1544.9,0,0,GALICIA,PONTEVEDRA,CALDAS-O SALNES,CAMPO LAMEIRO,42.52896400,-8.47843800,2006-08-06,960,2100,6,RAYO,31,6,1,42000,25978988
2003250105,1539.99,1,3,CATALUÑA,LLEIDA,EL SEGRIA,SERÒS,41.41717000,0.42440800,2003-08-12,1010,2470,3,QUEMA PARA REG. PASTOS (SIN ESPECIFICAR),257,55,10,0,0
2006361752,1513.0,0,0,GALICIA,PONTEVEDRA,VIGO-BAIXO MIÑO,BAIONA,42.07594700,-8.82169800,2006-08-09,2820,9540,4,Otras motivaciones,111,16,7,326784,12675916
2012280349,1488.07,0,0,MADRID,MADRID,ROBLEDO DE CHAVELA,ROBLEDO DE CHAVELA,40.50767200,-4.25271900,2012-08-27,5714,19194,4,Sin datos,263,29,19,0,0
2011322415,1486.15,0,0,GALICIA,OURENSE,VERIN-VIANA,VILARIÑO DE CONSO,42.14695400,-7.24033300,2011-10-17,4423,4864,4,Provocados por campesinos para eliminar matorral y residuos agrícolas,92,5,20,0,0
2003060363,1483.0,0,0,EXTREMADURA,BADAJOZ,TENTUDIA,JEREZ DE LOS CABALLEROS,38.22920200,-6.72220200,2003-08-01,1990,5980,1,RAYO,206,17,2,0,0
2006385002,1466.7,0,0,CANARIAS,S.C. TENERIFE,EL HIERRO,VALVERDE,27.70718000,-18.02382200,2006-09-10,4915,17635,2,FUMADORES,364,14,12,0,0
2001490406,1460.0,0,0,CASTILLA Y LEON,ZAMORA,EL PUENTE,PORTO,42.15981700,-6.84483500,2001-12-16,3000,3900,4,Provocados por cazadores para facilitar la caza,33,0,1,0,0
2001370085,1450.0,0,0,CASTILLA Y LEON,SALAMANCA,VITIGUDINO,BARRUECOPARDO,41.06989200,-6.66190200,2001-08-07,1680,3270,4,Sin datos,364,22,5,0,1693676
2011460066,1449.3,0,0,C. VALENCIANA,VALENCIA,LA VALL D ALBAIDA,BENICOLET,38.93085200,-0.32144900,2011-04-08,4127,8507,4,Provocados por cazadores para facilitar la caza,3979,72,27,0,3150060
2011070065,1443.19,0,0,ILLES BALEARS,ILLES BALEARS,IBIZA,SANT JOAN DE LABRITJA,39.04008600,1.51439000,2011-05-25,7439,13319,2,OTRAS NEGLIGENCIAS (ACTIVIDADES APÍCOLAS),688,31,22,0,0
2009250089,1443.0,0,0,CATALUÑA,LLEIDA,L URGELL,AGRAMUNT,41.83789600,1.09147900,2009-07-17,1712,6755,3,QUEMA PARA REG. PASTOS (SIN ESPECIFICAR),315,50,10,0,0
2007440075,1436.17,1,0,ARAGON,TERUEL,CUENCAS MINERAS,TORRE DE LAS ARCAS,40.86434600,-0.74309500,2007-08-01,1670,3170,5,RAYO,204,20,8,724340,19710956
2006220104,1435.61,0,0,ARAGON,HUESCA,LA LITERA/LA LLITERA,PERALTA DE CALASANZ,42.00512200,0.37916400,2006-08-12,2946,4780,2,OTRAS NEGLIGENCIAS (ACTIVIDADES APÍCOLAS),266,70,12,0,20806492
2003130103,1431.78,0,0,CASTILLA-MANCHA,CIUDAD REAL,MONTES SUR,SACERUELA,38.96352500,-4.60247300,2003-08-02,1705,2965,4,Sin datos,84,16,4,264000,6949700
2006321210,1428.0,0,0,GALICIA,OURENSE,VERIN-VIANA,"GUDIÑA, A",42.03576600,-7.18097000,2006-08-12,1670,3866,4,Provocados por pirómanos,71,16,7,0,17837288
2002490316,1418.23,0,0,CASTILLA Y LEON,ZAMORA,ALCAÑICES,PORTUGAL,41.82222900,-6.54394300,2002-08-16,1080,3780,4,Sin datos,153,21,22,0,4043072
2006100036,1407.39,0,0,EXTREMADURA,CACERES,CACERES-CENTRO,CAÑAVERAL,39.80004000,-6.38269500,2006-07-12,103,1205,3,TRABAJOS FORESTALES,175,48,14,0,0
2013100215,1378.13,0,0,EXTREMADURA,CACERES,CACERES-CENTRO,TRUJILLO,39.43742400,-5.82351800,2013-07-26,455,1895,2,FUMADORES,199,17,9,0,0
2005130129,1373.0,0,0,CASTILLA-MANCHA,CIUDAD REAL,PASTOS,PUERTOLLANO,38.68383200,-4.07868800,2005-07-16,1426,4696,4,Provocados por pirómanos,103,18,6,699604,8132008
2006151817,1360.0,0,0,GALICIA,A CORUÑA,FISTERRA,MAZARICOS,42.94312400,-9.05025500,2006-08-08,3255,3585,4,Otras motivaciones,14,14,0,0,1022448
2012300087,1342.19,0,0,MURCIA,MURCIA,INDETERMINADA,OTRA PROVINCIA,38.37113200,-1.74887000,2012-07-01,3045,7365,4,Provocados por venganzas,672,68,8,0,0
2012460157,1330.94,0,1,C. VALENCIANA,VALENCIA,LA SAFOR,LLOCNOU DE SANT JERONI,38.90335300,-0.29553700,2012-06-12,3320,10460,4,Sin datos,105,22,17,0,1547724
2011322445,1285.45,0,0,GALICIA,OURENSE,VALDEORRAS-TRIVES,MANZANEDA,42.25009400,-7.23769800,2011-10-18,1928,5794,6,RAYO,5,1,2,0,0
2009500169,1283.07,0,0,ARAGON,ZARAGOZA,ZARAGOZA,JAULÍN,41.43829000,-0.94517200,2009-07-29,2550,13430,2,FUMADORES,332,21,21,0,0
2004140025,1282.0,0,0,ANDALUCIA,CORDOBA,VALLE DEL GUADIATO,OBEJO,38.07564600,-4.75963200,2004-06-24,6630,6660,3,HOGUERAS,119,8,9,0,531344
2005370293,1280.35,0,0,CASTILLA Y LEON,SALAMANCA,LA ALBERCA,CILLEROS DE LA BASTIDA,40.52886800,-5.98566000,2005-06-18,361,7320,1,RAYO,430,22,9,0,8090284
2003080280,1263.78,0,0,CATALUÑA,BARCELONA,VALLS OCCIDENTAL,GALLIFA,41.68959200,2.10477500,2003-08-11,7570,25400,5,RAYO,296,34,9,0,0
2006130076,1252.0,0,0,CASTILLA-MANCHA,CIUDAD REAL,CAMPO DE CALATRAVA,CALZADA DE CALATRAVA,38.66809100,-3.82226100,2006-08-12,995,1895,4,Provocados contra el acotamiento de la caza,140,20,9,423292,1067056
2013450327,1251.3,0,0,CASTILLA-MANCHA,TOLEDO,SAGRA-TOLEDO,ALMOROX,40.24897400,-4.43060000,2013-07-16,2251,10397,3,MOTORES Y MÁQUINAS (OTROS),608,47,38,0,0
2012050237,1242.4,0,0,CASTILLA Y LEON,AVILA,EL BARCO DE AVILA,SOLANA DE ÁVILA,40.35034800,-5.60657900,2012-08-18,2810,18555,4,Provocados por venganzas,153,19,14,0,0
2005080231,1216.7,0,4,CATALUÑA,BARCELONA,BAGES,CARDONA,41.89624800,1.71995800,2005-07-08,1715,3230,2,FUMADORES,1401,125,26,0,0
2005152066,1200.0,0,0,GALICIA,A CORUÑA,FISTERRA,CARNOTA,42.88979300,-9.12390100,2005-08-21,4915,5685,4,Otras motivaciones,280,22,19,0,0
2003100793,1200.0,0,0,EXTREMADURA,CACERES,SIERRA DE SAN PEDRO,OTRA PROVINCIA,39.39376900,-7.14015900,2003-08-01,870,990,1,RAYO,120,7,8,0,9140
2005490628,1167.8,0,10,CASTILLA Y LEON,ZAMORA,ALCAÑICES,TRABAZOS,41.77401300,-6.50769400,2005-07-16,3150,5850,3,TRABAJOS FORESTALES,148,20,13,120888,0
2005324118,1160.0,0,0,GALICIA,OURENSE,VALDEORRAS-TRIVES,MANZANEDA,42.44069000,-8.01427600,2005-10-06,4283,5123,4,Provocados por pastores y ganaderos para regenerar el pasto,124,6,6,0,0
2006151825,1160.0,0,0,GALICIA,A CORUÑA,BARBANZA,RIANXO,42.68762200,-8.75826400,2006-08-10,1870,2025,4,Otras motivaciones,144,9,4,0,17919332
